text,author
"Tonight I saw Jesus with the eyes on my face. He looks half lion and half man. But not more like a lion and not more like a man, rather the same, I have never seen anything like the face of Jesus before, %100 one thing but %100 another thing: a lion man! Where did you see Him at? On the surface of my blanket as I lay in bed. He was suddenly drawn onto it, like a sketch, and that same moment I knew He was showing His face to me, finally. Why do you think He did that? I think He thought it was about time.",C. JoyBell C.
Freedom is in the Now,"Arnaud Saint-Paul, The Human Project"
God can turn the impossibile into possibilities. Possibilities become opportunities. Opportunities leads us one step closer to our dreams!,Anasia Nicole Hixon
"Paths that lead to the crossroads of life; otherwise known as ""transition.""",Transition is the tension present between struggle and grace.
" 'Pity without rigor would be cowardly egotism, mere sentimentality.' ","Matthew Pearl, The Dante Club"
"Doing what I like to do, the way I like to do it ... makes me happy.",Nakia R. Laushaul
"I have a picture of the Pont Neuf on a wall in my apartment, but i know that Paris is really on the closet shelf, in the box next to the sleeping bag, with the rest of my diaries.",Thomas Mallon
The rainbow is the pot of gold to those who observe.,Thomas F. Shubnell
"When wealth flees, untrue friends follow.",Thomas F. Shubnell
"The truth came to me-a great revelation, showing me that I have a child to the Jones whole and perfect mind, created to express the health that God with.",Myrtle Filmore
There's a very positive relationship between people's ability to accomplish any task and the time they're willing to spend on it.,Joyce Brothers
"A matter, as the famous book intoned, of finding the shade of the parachute that best complemented you. But really: With no parachute at all you'd hit the pavement so hard it probably wouldn't even hurt, and you'd unleash a whole new color palate-bone, blood, muscle-in the process.","Elisa Albert, The Book of Dahlia"
Life is non-renewable. Make sure you live wisely.,Letlhogonolo Innocent
"Don't give up so fast, the best always comes last.",Mordyquotes
Business move when friends and relations pay for services. Learn that Now before you enter liquidation or else That friend and relation will call you a failure.,Alex Raji
People will hate you for no reason. So love them for no reason. You are too grown for this 'hating game'. Focus on better things.,Letlhogonolo Innocent
People will hate you for no reason. So love them for no reason. You are too grown up for this 'hating game'. Focus on better things.,Letlhogonolo Innocent
Are you operating a crane or a wrecking ball? Put all of your energy into building your own house rather than wasting your energy tearing down others'.,"Lisa Young-Sutton, The Petit Lenormand Oracle: A Comprehensive Manual For the 21st Century Card Reader"
It takes COURAGE to stand alone!,"Annette Dhanasar, Upward Ever: Chelsea's Way To Freedom/La Liberté De Chelsea: Α bilingual children's book in English and French"
"If you can make it through the night, there's a brighter day.","Tupac Amaru Shakur, The Rose That Grew From Concrete [Japanese Edition]"
Flying starts with a dream.,"Lia Ocampo, I Love Flying"
"The greatest barriers to your success are not outside of you, but your internal wounds that are waiting to be healed.","Cary G. Weldy, 21 Gifts: Your Inner Child's Guide to Activate the Law of Attraction for Happiness and Success"
"When every car is moving to the fast lane. The fast lane becomes slow. That is what happens to you too. When you are doing , what everyone else is doing. When everyone is doing the same thing. When people are trying to recreate the event or moment that was good. It delays your progress and success, but if you stick to your own lane. You might get to your destination which is progress and success in time.",De philosopher DJ Kyos
"Whatever fear he'd instilled in people on the streets was of no consequence inside the market, packed with ramshackle stalls and vendors and food stands, smoke drifting throughout, the tang of blood and spark of magic acrid in his nostrils. And above it all, against the far wall of the enormous space, was a towering mosaic, the tiles taken from an ancient temple in Pangera, restored and re-created here in loving detail, despite its gruesome depiction: cloaked and hooded death, the skeleton's face grinning out from the cowl, a scythe in one hand and an hourglass in the other. Above its head, words had been crafted in the Republic's most ancient language:",Memento Mori.
"Some people build custom motorcycles, cars, and knives. I build custom lives.",Vic Stah Milien
"In reality, we do not believe in reality, we believe in the illusion of reality.",Abhysheq Shukla
"Most depressed people don't believe that, they can be happy, but they choose to believe that every happy person, can be depressed. So, they made it their goal or task to make it so. To make everyone as depressed as they are. Misery loves company. Choose not to allow people to make you depressed as they are. Always choose happiness.",De philosopher DJ Kyos
Why would you go to the slaughterhouse for healing?,Mitta Xinindlu
"Self-talk should be a conversation of priority with oneself. It can be encouraging when having a positive outlook on life with your thoughts, beliefs, and ideas. Be Optimistic with positive thinking, and it can be an effective way to better your wellbeing with excellent outcomes in life. As a result, you will have greater life satisfaction.",Jesus Apolinaris
"To childhood, and growing up, and growing old, and magic – whatever age we are.","Reimena Yee, Séance Tea Party"
"Mistakes are lessons, I've learned to appreciate, celebrate, and be grateful for them.",Marion Bekoe
"If you want to sink in your fears, that's OK, but don't impose it on me.",Marion Bekoe
"I'm flawed, therefore I won't judge; instead I'll ask questions.",Marion Bekoe
"I've discovered my true, better, and more positive self, but I haven't changed.",Marion Bekoe
"Sometimes, the most meaningful messages are shared through the fewest words.","Julie B. Campbell, Second Wind"
"Keep to yourself like there's nobody to speak to. Put on your binoculars and examine who's really worthy your presence and time. Everyone is a stranger in their own way and a friend yet to come, to those they share the interests and hearts.",Joshua seguya
"If you knew how little time other people actually spend thinking about you, discuss about, you wouldn't what they think and speak.",Joshua seguya
"Some people need to learn to be good people and the doors and opportunities will open for them. Their dreams will come true and life they aspire will be a reality. Maybe life it is hard on them, because they are hard on others.",De philosopher DJ Kyos
I climbed up to the hilltop and reached out to touch the rainbow...,"Jasdeep K. Sandhu, ...and yet it was love"
Traveling is an escape from the norm. It's a suitcase full of surprises and new adventures. It's an adjustment to new time zones and new cultures. It's a refreshing treat that makes you see things clearer. Smell better. Taste better. Traveling opens new doors and sometimes closes old ones. It makes you begin to either value what you have back home or realize that,"maybe life is better lived somewhere else, sometimes even with someone else,"
FEAR IS ONLY REAL IN YOUR MIND IF YOU ALLOW IT,Ojingiri Hannah
"The reason I am always happy. It is not because I have lot of money or I don't have stress or problems, But it is because I am doing what I want and what I love.",De philosopher DJ Kyos
If you don't want to pay for anything. Be rich.,De philosopher DJ Kyos
The best part about getting started is that you lose your fear of failure.,Marion Bekoe
"Failure's face is what I imagine it to be, thus I choose to portray it as success.",Marion Bekoe
"Let us understand that our day to day life is simple, but out of our ignorance we think it is complicated",Dr Purushothaman Kollam
"There is more inspiration to be found the confession of our weaknesses, than in all the boastings of our success.",Ben Swanepoel
There is more inspiration to be found in the confession of our weaknesses than in all the boastings of our success.,Ronald Swanepoel
"I can't explain the mind of a writer to you, Jeremy. Especially the mind of a writer who has been through more devastation than most writers combined.","Colleen Hoover, Verity"
"Non aver fretta, la vita non scappa via.","Arbron Gashi, Quello che il silenzio nasconde"
I choose not to hurt because I wouldn't hurt myself,
I choose to be good to you because I'm good to myself.,Marion Bekoe
"Do you ever think about why we are thinking? I think that thinking is a continuous process, as our life is an expression of our thoughts.",Dr Purushothaman Kollam
"Be aware that you are rare. There are people who can do the things you do, but none can do it like you.",Mordyquotes
"If you can still breathe, God still has a purpose for you. If you are still living, then it's not over yet.",Mordyquotes
"You may see me struggle, but you will never see me stop. Though there are times I fall, but I will never lose sight of the top.",Mordyquotes
"Meet people's needs, not just by words but by deeds.",Mordyquotes
"Your pain is not a waste, someday it will become the source of your strength.",Mordyquotes
"Life is a double win. The more we help others, the farther we all go.",Mordyquotes
The NEED is the SEED of Invention.,"Les LaMotte, Imagineer Your Future: Discover Your Core Passions"
Hue-Man Nature,
I am enough of a photographer to capture freely upon my imagination. Knowledge is limited. Imagination is more important than knowledge. Imagination encircles the universe.,Ebelsain Villegas
"I chose honesty over deception not because I'm pure, but because the universe always knows, and I prefer the universe's blessing over its wrath.",Marion Bekoe
"Your path, strength and weaknesses are different from others, yet others guide you through their path, strengths and weaknesses.",Marion Bekoe
"When you start, those who can't start have an opinion.",Marion Bekoe
Overnight success stories are not the entire story,Atef Ashab Uddin Sahil
There are only a few people who are able to change the map of the world,Atef Ashab Uddin Sahil
Others do not owe you forgiveness; you owe it to yourself to forgive yourself.,Marion Bekoe
"If you don't have a goal, you can't achieve it.","Mina Faraway, The Key to the Secret: 15 Fast and Easy Steps to Achieving What You Want Now"
"Deep down inside, you know what your passion is, your calling, your purpose in life. It's whatever you're excited about when you wake up every morning, no matter how silly or superficial it seems. It gives you energy. It fills you with joy. You lose track of time when you're doing it. Dream big. You are important. Your dreams are important. Your life's purpose is important.","Mina Faraway, The Key to the Secret: 15 Fast and Easy Steps to Achieving What You Want Now"
You don't need to know how you will succeed; you just take one step at a time to put yourself on the right path to success.,"Mina Faraway, The Key to the Secret: 15 Fast and Easy Steps to Achieving What You Want Now"
"Visualization, belief, and taking action are fundamental to achieving your purpose.","Mina Faraway, The Key to the Secret: 15 Fast and Easy Steps to Achieving What You Want Now"
"If you spend your time focusing on negative things, that's what you'll receive.","Mina Faraway, The Key to the Secret: 15 Fast and Easy Steps to Achieving What You Want Now"
Art demands to be appreciated.,-Mir Samaniego
Art demands to be appreciated.,Mir Samaniego
Put yourself first. It's the most important tool when it comes to self-care.,Steven Cuoco
"While you linger on it, I've made peace with it. This thing called past.",Marion Bekoe
"The world has enough for everyone's need, but not enough for everyone's greed.""",
"We have a choice to lead a simple life, but one that is truly 'rich' in meaning.",Avijeet Das
"If the person in your life can't love you more than you love yourself,  you're better off alone. You can definitely love yourself more.",Marion Bekoe
"Write out your ideal schedule as if you are doing what you love, so you visualize exactly how your day will go. Find times and ways to do whatever activities you can that actively pursue your purpose. Set calendar or phone alerts to help you stay on track. Looking back, it will surprise you at how quickly your ideal schedule became your reality.","Mina Faraway, The Key to the Secret: 15 Fast and Easy Steps to Achieving What You Want Now"
"Pretend, through your thoughts and feelings, you are doing the activities you love. Revel in the excitement.","Mina Faraway, The Key to the Secret: 15 Fast and Easy Steps to Achieving What You Want Now"
"Think about the things you do now that are not along the lines of your purpose in life, and come up with a substitute action or thought about your passion you can imagine doing instead that brings you joy and fulfills you.","Mina Faraway, The Key to the Secret: 15 Fast and Easy Steps to Achieving What You Want Now"
Visualize the next day before you go to sleep at night and when you wake up the next day. This solidifies the schedule you've created filled with activities that fulfill your passion and purpose.,"Mina Faraway, The Key to the Secret: 15 Fast and Easy Steps to Achieving What You Want Now"
"Practice letting go of the needing, wanting, or lacking feelings. Those feelings draw you back into the reality of not having what you want. Stay focused on having and the joy it brings you.","Mina Faraway, The Key to the Secret: 15 Fast and Easy Steps to Achieving What You Want Now"
Keep to your schedule as closely as possible to stay focused on convincing yourself you have everything you desire now.,"Mina Faraway, The Key to the Secret: 15 Fast and Easy Steps to Achieving What You Want Now"
"When you pay your bills, visualize the money circulating to and from you. Know that the money you pay for the goods and services you need is also supporting the people, things, and businesses you use. Your job is to keep it circulating, so it goes out and comes back in larger amounts.","Mina Faraway, The Key to the Secret: 15 Fast and Easy Steps to Achieving What You Want Now"
"As you pay your bills, pretend you're donating the money to the charities and organizations that mean the most to you and make you happy. Include any tithing or businesses you want to support that help solve local or world problems. Revel in how happy and grateful it makes you feel to help make the world a better place.","Mina Faraway, The Key to the Secret: 15 Fast and Easy Steps to Achieving What You Want Now"
"Don't give up because in the end, everything will be worth it.",Ruth Marcellia
The vision never leaves it just waits for you to see it again.,SeKeithia Johnson
don't give limitations to your imagination...,Aryan Vinod
We're not a complete package.We're the package we're completing together.,Marion Bekoe
Your Past Will Determine Your Present,Your Present Will Soon Be Your Past
"When it's the right person, you treat them right.",Marion Bekoe
"Sometimes you get pushed out not because you're not worth it, you're worth more.",Marion Bekoe
You'll only find yourself in a race when you choose to compare yourself to others.,Marion Bekoe
It's all about energy just keep it positive around me,Marion Bekoe
"Against all odds, if you still persist and create your art, it will be a victory! It will be your victory. Finally, you would win.",Avijeet Das
"Cry if you must, let out the pain. Just don't inflict the pain upon someone else that made you cry.",Marion Bekoe
It's not your fault how they choose to behave towards you. But it's your fault when you let it continue.,Marion Bekoe
Mistakes are the best mentor.,Marion Bekoe
I choose originality over duplication of behaviors which is why I don't have role models. Their path isn't mine.,Marion Bekoe
The difference between she and I is me.,Marion Bekoe
"Love yourself so much that when others come around you, they either step up or step aside.",Marion Bekoe
"Some choose to live in the past, all they see is your past as such they belong in your past.",Marion Bekoe
"Although happiness can be found within oneself, others can add to or take from your happiness.",Marion Bekoe
Honest and disciplined decisions are almost never regretted.,Marion Bekoe
Freedom is addictive.,Marion Bekoe
"I smile at the face of challenges, for I know I'm about to gain a new skill, knowledge and experience. For that I'm thankful.",Marion Bekoe
O she bad.,
"The treasures of faith, love, and cherished memories, which every person has in their hearts, are far more valuable than anything in this world.",D.L. Lewis
September days are crisp and golden.,"I've been turn like the autumn leaf, who looked at the sky to survive. And when comeback to reality, I knew gracefully, life is a gift."
It wouldn't be GOD if He didn't exceedingly & abundantly supersede the very best man could do.,TemitOpe Ibrahim
"It wouldn't be GOD if He didn't go beyond the limits of things men could do; and so He loved so wholly it swallows up, so deeply it sinks far, so widely it reaches all, so highly it cannot be attained else where; and to talk about how long His love is, is to never end His praise. He has loved us so perfectly indeed.",TemitOpe Ibrahim
"This day, we are masters of our fate; the task which has been set before us is not above our strengths; its pangs and toils are not beyond my endurance.",Winston S. Churchill
"I rarely do what is expected of me, not to cause reaction but to please myself rather than others.",Marion Bekoe
Limitations are very beneficial for creativity,Atef Ashab Uddin Sahil
Self-Talk is the most important conversation of your life.,Jesus Apolinaris
"You modeled for me what it means to grow gardens of food, build places, and imagineer kites.","Les LaMotte, Imagineer Your Future: Discover Your Core Passions"
"My mind has been positively programed to accept my flaws, faults and failures with laughter, joy and gratitude.",
When you don't see what you want on the market create it.,Marion Bekoe
I get turned on when I'm challenged,Excited when I'm doubted
Thinking of oneself as complete doesn't give room for growth.,Marion Bekoe
Trials in life can either purify or corrupt us.,Trials are temporary
The right mindset is the first step towards the journey.,Marion Bekoe
I'm not here to take from you rather to build with you.,Marion Bekoe
The only thing you lose in taking risk is fear.,Marion Bekoe
I don't talk about my vision. I show it,Marion Bekoe
If it's not positively improving you change it,Marion Bekoe
I wear my too muchness with pride.,Marion Bekoe
You are either onto something or on something.,Marion Bekoe
The abnormal ones stand out. Thankfully I'm abnormal.,Marion Bekoe
Setbacks are opportunities only known to those with the right mindset and perception.,Marion Bekoe
She can build or destroy your ego while on her knees.,Marion Bekoe
You don't give up when you can't give up.,Marion Bekoe
Anger is temporary but words said in anger aren't.,Marion Bekoe
I'm not afraid to lose. I've already lost if risks are not taken.,Marion Bekoe
"With positive perception, no bad situation can break your spirit.",Marion Bekoe
"Once you positively gain control over your mindset, thoughts and thinking, you can definitely control your future.",Marion Bekoe
Good things pass by those who wait.,Marion Bekoe
Don't associate yourself with words that limits your potential.,Marion Bekoe
A woman that can build can destroy.,Marion Bekoe
Create your own path then encourage others not to follow but to create their own.,Marion Bekoe
I Don't Compete With Women I Cooperate With Them.,Marion Bekoe
"We could write a multitude of words, but some moments are ineffable!",Avijeet Das
"It is you who will lead them through the carnage, through the hatred, and through the violence. They will follow the leader who will lead them to safety by defeating the worst of all evils.",D.L. Lewis
This is,A great sign
Your past pain is not a permanent prophecy.,Your heart's fate isn't written in the scars.
Your heart's fate isn't written in the scars.,John Mark Green
"If you want to be something, be it, do not fret over what others are thinking","Clarissa Pattern, Airy Nothing"
"I believe kindness has the potential to change the world, to change us as people.",Patrick Regan
"Y se expresaron con sus propias palabras, no con las palabras de los demás hombres",Ralph Waldo Emerson
Don't compromise. If you don't get the type of person you desire. If you don't get the kind of person whom you may love. Then don't settle for someone else.,Avijeet Das
Obstacles and setbacks can never deter truly passionate people.,Avijeet Das
There are moments in our life when we meet someone and we feel as if we have known them all our lives.,Avijeet Das
I live my life true and free because that is the gift God has granted me.,Steven Cuoco
"The only thing consistent in Social Media is that there is always someone new to hype. They will hype now and forget about you tomorrow. Don't end up doing stupid and bad things trying to be hyped, because there will always be someone they hyped. Either you doing bad and stupid things or not. Do what you do best and do it with love. If time has come for them to hype you, they will. If they don't. You would still be enjoying what you do.",De philosopher DJ Kyos
Dedicate yourself to what you are looking for and it will surely be yours.,Shiva Negi
Serious authors or writers have the most serious faces that you can ever imagine.,Mwanandeke Kindembo
"Some of the valuable lessons you won't learn in class or from people, but you will learn them from life. You will only learn them when you choose take accountability ,accept responsibility for the mistakes you make and don't shift the blame. Life teaches, some of us learn in a hard way and others never learn their lessons at all, until death catches up with them before their time.",De philosopher DJ Kyos
Love yourself unconditionally. Love yourself enough to grant your heart the feelings of love and kindness for others.,Avijeet Das
Anger has duration. If that duration time has elapsed. The anger goes off and becomes hate. Don't be angry for too long. You will end up hating people for no reason.,De philosopher DJ Kyos
"If truth is the best form of honor, success is the best form of justice.","Bianca Viola, Dreaming of Hiraeth"
Light shines through broken places. It is okay to be a little broken and sad!,Avijeet Das
"Struggles make you a Man. When you lead a real and authentic life, you will face adversities and struggles. You will have to face the difficulties and challenges of life. Your path will never be easy. There will be situations that will test your resilience, strength, and self belief. But you can never ever give up in life. Stay real, work hard, and stay a man. One day you will be proud for not giving up in life. Fight On!",Avijeet Das
Shine your light on the world so we can all enjoy its glow,S. Naomi
It's hard to hate someone you understand!,Innantia H Magcanya
"At first, I was like oooo ✨reading✨as a joke... but bro... I don't think it's a joke anymore.",Crystal Chen
Sometimes you find yourself in a situation you can't change.,The only thing you can change is your state of mind.
Don't talk to people base on your current situation.,Relate with people with your best behaviour.
"Do not be scared to say ""I love you"" to yourself. Stand in front of the mirror and look at yourself and say to yourself as loudly as you can ""I love you. I respect you for what you have faced in life. And I love you for what you have become.",Avijeet Das
"I am the salvation you seek,",And you are the revelation I receive.
"The past is full of memories, the future is full of unknowns, the only present is in your hands to live your life to the fullest.",Shiva Negi
"I was raised smack in the middle of the storm where East and West would often clash, just like my dreams.","Selin Senol-Akin, Set Free Your Flow: A Centered View"
A negative atmosphere can affect human behavior and can make you question your ability to accomplish goals. We can have difficulties making progress towards what we want. There's no risk in moving away from those toxic environments for the betterment of your wellbeing. GOD will always bless your efforts for the greater good.,Jesus Apolinaris
Changing your environment for the greater good can also open your mind to a new sense of freedom and endless possibilities.,Jesus Apolinaris
GOD will always favor your intervention for the love & care of another.,Jesus Apolinaris
GOD will always favor your intervention,for the love & care of another beautiful soul.
"Be free, quirky, & true, even if the world tells you, you shouldn't.",Kitty Reese
Autumn is the place to be - once you fell for everything yet know that there is something worth dying for.,Laura Chouette
"If the world were to end tomorrow; Even so, today, i would plant a tree.",Monty Martin
It's the blurr that makes you strive for clear vision.,Verliza Gajeles
"For what it's worth, I saw you break, stayed for the fall, watched you heal and rise and conquer, and I need to let you know I have never seen anything more beautiful than the brave evolution of you.",Stephanie Bennett-Henry
Allow me to be myself and enjoy being who I am without having to pressurize my soul into taking actions that suits your desires. Care about me but let not your care disturb me from living my own life freely. Let us all therefore learn to understand and tolerate one another to make this world a better place to live in.,"Isaac T Matlala, Gone Are the Days: The Story of My Life"
The art is already in the picture.,Laura Chouette
The right way is art.,Laura Chouette
The art is already in the picture; we only have to set the colours free for hearts that have not seen love yet.,Laura Chouette
A poet may create or reminds.,Laura Chouette
A poet may create or reminds;,yet for both - the art is embraced by words.
There are stars inside the universe nobody ever wrote about;,so what keeps us from hoping and loving the ones we see each day?
There are stars inside the universe nobody ever wrote about.,Laura Chouette
Maybe we are living already inside our own graves.,Laura Chouette
"Dream and chase those dreams. Too many people aren't brave enough to do the first, and don't have the strength to do the second.","Brian Quebbemann, M.D."
"It's not so much that a person wins,",but that they refuse to lose
"It's not so much that a person wins, but that they refuse to lose that results in success.","Brian Quebbemann, M.D."
"Literature, Art, and Fashion possess the power to transform the very essence of what we consider to be reality.",Prometheus Worley
"Green apple, yellow apple","Red apple, pink apple"
There are many women,But only few wives
"Sometimes, imperfection is perfection","Asiel R. Lavie, The Crossing Gate"
"I was bathed in the beauty of my wholeness, tears flowed freely down my cheeks. I heard the words, ‘Dear wandering soul, return to yourself with gratitude and love.","Tanya Valentin, When She Wakes, She Will Move Mountains - 5 Steps to Reconnecting With Your Wild Authentic Inner Queen"
Courage means you are not afraid to lose!,Avijeet Das
"There is no growth in the comfort zone .There is no winning without challenges. There is no promotion, without test. What ever you are going through might be your test or your challenge to put you on another level. Don't give up, but give in everything you have got.",De philosopher DJ Kyos
Never lose hope. The darkest clouds precede the loveliest rain!,Avijeet Das
"Do you see my diamond-studded smile and passion-filled eyes? It's because I'm in that stage of my life where I have nothing to prove to anyone. There is no elaborate pretence and no lavish ostentations. Genuineness smoulders in yellow gold, and I carry integrity on my eyelids. I stitch virtue, ornately and intricately, in every feather of my powder silver wings, which thrusts me past the iridescent rainbow where my ambitions soar high amid the dappled blanket of the sky. This is I; the stronger me, the happier me and the empowered me.",Ruqayya Shaheed Khan
Children will not be motivated to do needed work until we set them OBSESSED about their future and or; get them EXCITED about life and or; Give them CONFIDENCE to lead others and or; INSPIRE them to forget their troubles and do well in spite of them.,Asuni LadyZeal
"Do what feeds your brain, stimulates your mind, protects your heart, and calms your soul",Lisa P. Carter
"The content structures of our existence, whether of mind or body, are helpful in our daily activities. Nevertheless, these can also be very manipulative and restrictive concerning conscious awakening. Thoughts and emotions can be excellent students of life. However, they cannot and should never be the teacher or master of this mystery.","Steve Leasock, Love Will Show You the Way: Choosing the Path of Least Resistance"
"Happiness not belong to the great in everything, happiness just belong to someone who find a simple things in his life and still remain grateful.",Akbar de Wighar
"Running a business isn't easy, you have to go through a lot of ups and downs, and still have to keep calm",Akbar de Wighar
"Building a lasting brand takes work. No Brand is cast in Concrete. As you grow, you may need to rebrand repeatedly.",Sam Maiyaki
Perspective ignites passion.,Felicia Miracle Hankins
Focus comes as an effortless connection to your being through pure fascination for this moment.,Tilak Fernando
Thinking is a spontaneous flow of recognition.,Tilak Fernando
All your flaws and madness keep you interesting and that is better than playing it safe and being boring.,Lisa Haisha
"Dreaming about who you are and who you want to become is more fun than arriving there. It's about the journey, not the destination.",Lisa Haisha
Each book you read opens up a new world for you.,Lisa Haisha
Get to the point where you know when time is passing you or when you are passing time.,Lisa Haisha
"Getting lost, wandering to a new city and discovering a cacophony of sights, sounds, people, food is the best medicine in the world.",Lisa Haisha
A person who understands the meaning of life will always welcome all the unexpected events whole-heartedly,Dr Purushothaman Kollam
You end up hurting yourself every time you use your energy to prove a point,Felicia Miracle Hankins
Use your energy to improve the point at the mirror.,Felicia Miracle Hankins
A dishonest tongue stores truth in the heart. It's the reason why true colors are shown in moments of anger.,Felicia Miracle Hankins
"You never have to look for your people, they just show up.",Felicia Miracle Hankins
Even the quiet has a voice,Felicia Miracle Hankins
"When you can control your emotional thermostat, you give gratitude a place to stay.",Felicia Miracle Hankins
When we trust our own gut and intuition things work out in greater flow.,Felicia Miracle Hankins
Sometimes it's isolation before elevation.,Felicia Miracle Hankins
Settle the issue in your heart.,Felicia Miracle Hankins
You are what your heart is.,Felicia Miracle Hankins
"If you are worried about tomorrow, you aren't focused on today, which will soon become the yesterday that we nor time can change.",Ross Lang
Fighters find solace in the boxing ring.,Abhysheq Shukla
Boxing creates fighters. This is not a place for showoffs or inflated influencers.,Abhysheq Shukla
We inspire each other. Poets and Artists are best friends and muses for each other.,Avijeet Das
Self-Improvement Requires Determination,Jesus Apolinaris
Building trust is tantamount to creating a high-performing team.,"Eric H. Brown, Creatives Lead: Kickstart Your Leadership Career, Build a Team of Rock Stars, and Become the Envy of Other Leaders in Only 12 Weeks"
Life is better in black and white!,Avijeet Das
"Every day and every little step you take forward counts for a better tomorrow. No matter how long it takes, trying becomes self-rewarding for a better life with the development of positive emotions.",Jesus Apolinaris
Forgiveness is a two-way street. It's just as important for the person being forgiven as it is for the person forgiving. It's an act of compassion to the one needing forgiveness and an act of closure for the one forgiving.,"Lynda R. Young, Cling to God: 365-Day Devotional"
"Like young saplings in a dark forest, we need to reach always for the light, straining toward the warmth and goodness that will fill us, help us to grow, and make us strong.","Lynda R. Young, Cling to God: 365-Day Devotional"
Cultivating holistic wealth helps us to be mentally tough and to have grit to weather the inevitable storms and setbacks that life brings.,"Keisha Blair, Holistic Wealth: 32 Life Lessons to Help You Find Purpose, Prosperity, and Happiness"
"If we react to disruptions fearfully or habitually, or even non-strategically, then it's almost impossible to achieve holistic wealth.","Keisha Blair, Holistic Wealth: 32 Life Lessons to Help You Find Purpose, Prosperity, and Happiness"
"Your circumstances, your past choices, who you were back then, and even how people wish you to be now need not define you.","Keisha Blair, Holistic Wealth: 32 Life Lessons to Help You Find Purpose, Prosperity, and Happiness"
"At a basic level, your personal mission has to be rooted in the story of you, the sum of your life experiences, and what you want to achieve in the future. It is like a blueprint for your life that is filled with action verbs and themes that you associate with achieving a sense of abundance, and which extends beyond material resources.","Keisha Blair, Holistic Wealth: 32 Life Lessons to Help You Find Purpose, Prosperity, and Happiness"
"Being present helps us slow down the experience of time and fully enjoy the gifts that are available now. Life, within each moment, contains an entire universe of riches.","Keisha Blair, Holistic Wealth: 32 Life Lessons to Help You Find Purpose, Prosperity, and Happiness"
Nothing is guaranteed in life. A whole life can be lost in minutes and can be wasted in the small moments missed. None of this is forever.,"Keisha Blair, Holistic Wealth: 32 Life Lessons to Help You Find Purpose, Prosperity, and Happiness"
"Through intuition, we grasp the flow of change and dynamism present in the universe. We therefore discover, and intuition becomes a catalyst for holistic wealth.","Keisha Blair, Holistic Wealth: 32 Life Lessons to Help You Find Purpose, Prosperity, and Happiness"
"When we align our unique talents to serve humanity and address unmet needs, that's when true wealth is created. This wealth that results from expressing your unique purpose is not temporary wealth but permanent wealth, because it is an expression of the incomparable you.","Keisha Blair, Holistic Wealth: 32 Life Lessons to Help You Find Purpose, Prosperity, and Happiness"
Every single part of your life can be changed by a shift in perception.,"Keisha Blair, Holistic Wealth: 32 Life Lessons to Help You Find Purpose, Prosperity, and Happiness"
"The word no is like an asset in a metaphorical bank account where our life's energy is the holding. Use it to save, and use it to earn a greater sense of yourself, what's important to you, and where you want to spend your time and energy.","Keisha Blair, Holistic Wealth Personal Workbook: 32 Life Lessons to Help You Find Purpose, Prosperity, and Happiness"
All the best friendships are based on shared prejudice,Johnny Two Kebabs
Silence is a beautiful healing therapy – allowing your soul to be at peace with your thoughts.,"Avijeet Das, Why the Silhouette?"
"Every day, every moment we are learning new things, as life is a continuous learning process",Dr Purushothaman Kollam
"Tyrannical is the passing of time, to a soul still searching",Marvin Smith
We all begin to loose,once we stop hoping.
I dared to dance along broken lines,and I cut myself once again -
"Even if you win 1000 fights and lose only one,your haters will still want to describe you to others as the man who lost one fight.",Herman Ntladi
Healing is a lifestyle,"Felicia ""Miracle"" Hankins"
Your evolve happens at the rate and quality of your involve.,"Felicia ""Miracle"" Hankins"
Your evolve happens at the rate and quality of your involve.,"Felicia Miracle Hankins, Miracle Message: Time to Heal"
Healing is a lifestyle.,"Felicia Miracle Hankins, Miracle Message: Time to Heal"
"Das sogenannte ""gute"" Buch gibt es nicht. (...) Ein Buch, das aus meiner Sicht gut ist, ist für Sie vielleicht ohne jeden Wert. (...) Niemand ist so dankbar wie der Mensch, dem man genau das Buch gegeben hat, das seine Seele brauchte, obgleich er es nicht wusste.","Christopher Morley, The Haunted Bookshop [Annotated]"
You are blooming like the rare flower you are.,Avijeet Das
You must practice the things you wish to do better. A guitarist doesn't become a rockstar by never playing his guitar.,Adriana Vandelinde
"Impressions comes at a cost of you losing something , in a trade for admiration, likes or love. The more you try to impress others. The more you lose somethings. Now don't lose what you can't replace nor lose what is valuable to you or something you can't live and progress without. Mostly don't lose yourself, trying to impress others. Don't compete with people whom their loss is nothing to them, because they have everything or plenty , while your loss is everything to you ,because you have nothing.",De philosopher DJ Kyos
"Impressing comes at a cost of you losing something , in a trade for admiration, likes or love. The more you try to impress others. The more you lose somethings. Now don't lose what you can't replace nor lose what is valuable to you or something you can't live and progress without. Mostly don't lose yourself, trying to impress others. Don't compete with people whom their loss is nothing to them, because they have everything or plenty , while your loss is everything to you ,because you have nothing.",De philosophe DJ Kyos
"Those who get offended with my words, have problem with my silence too",Rehan Katrawale
You are more powerful when you innerstand your emotional vantage point.,Felicia Miracle Hankins
Love on today even if it stutters.,Felicia Miracle Hankins
When you're in the process you have to pray away the unnecessary excess.,Felicia Miracle Hankins
this too shall pass,Abraham Lincoln
"Momentum of triumph,",concept attenuated
"Momentum of triumph,",concept that is attenuated
Some situations are best to lay down until you are ready to pick them back up and deal with them. -Steven Cuoco,Steven Cuoco
